ID,Title,Date,Image_URL,Characters,Page_URL,arc_number,arc_name
1522,Anything You Can Do,"October 12, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/10/2018-10-12-anything-you-can-do.png,"Bailey, King, Lana, Miles",https://www.housepetscomic.com/comic/2018/10/12/anything-you-can-do/,115.0,Call o' th' Wild
1523,Try Everything,"October 15, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/10/2018-10-15-try-everything.png,"Grape, Peanut",https://www.housepetscomic.com/comic/2018/10/15/try-everything/,116.0,Directed To Video
1524,Still In Shrinkwrap,"October 17, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/10/2018-10-17-still-in-shrinkwrap.png,"Grape, Peanut",https://www.housepetscomic.com/comic/2018/10/17/still-in-shrinkwrap/,116.0,Directed To Video
1525,Forbidden Format,"October 19, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/10/2018-10-19-forbidden-format.png,"Grape, Peanut, Video Store Clerk",https://www.housepetscomic.com/comic/2018/10/19/forbidden-format/,116.0,Directed To Video
1526,The Stockroom,"October 22, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/10/2018-10-22-the-stockroom.png,"Grape, Peanut, Video Store Clerk",https://www.housepetscomic.com/comic/2018/10/22/the-stockroom/,116.0,Directed To Video
1527,Take This Object,"October 24, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/10/2018-10-24-take-this-object.png,"Grape, Peanut, Video Store Clerk",https://www.housepetscomic.com/comic/2018/10/24/take-this-object/,116.0,Directed To Video
1528,Stuff It In Your Pants,"October 26, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/10/2018-10-26-stuff-it-in-your-pants.png,"Grape, Peanut",https://www.housepetscomic.com/comic/2018/10/26/stuff-it-in-your-pants/,116.0,Directed To Video
1529,Not In A Bookstore,"October 29, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/10/2018-10-29-not-in-a-bookstore.png,"Grape, Peanut",https://www.housepetscomic.com/comic/2018/10/29/not-in-a-bookstore/,116.0,Directed To Video
1530,Terrible Consequences,"October 31, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/10/2018-10-31-terrible-consequences.png,"Grape, Peanut",https://www.housepetscomic.com/comic/2018/10/31/terrible-consequences-2/,116.0,Directed To Video
1531,Where The Devil Is,"November 2, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/11/2018-11-02-where-the-devil-is.png,"Breel, Keene, Mungo",https://www.housepetscomic.com/comic/2018/11/02/where-the-devil-is/,,
1532,Heavenly Delights,"November 5, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/11/2018-11-05-heavenly-delights.png,"Breel, Keene",https://www.housepetscomic.com/comic/2018/11/05/heavenly-delights/,,
1533,Laughter In A Can,"November 7, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/11/2018-11-07-laughter-in-a-can.png,"Marvin, Tiger, Zach",https://www.housepetscomic.com/comic/2018/11/07/laughter-in-a-can/,,
1534,Kick The Canned,"November 9, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/11/2018-11-09-kick-the-canned.png,"Tiger, Zach",https://www.housepetscomic.com/comic/2018/11/09/kick-the-canned/,,
1535,Hearth And Home,"November 19, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/11/2018-11-19-hearth-and-home.png,"Breel, Keene",https://www.housepetscomic.com/comic/2018/11/19/hearth-and-home/,117.0,The Hot Springs Episode
1536,Exciting Happenings,"November 21, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/11/2018-11-21-exciting-happenings.png,"Grape, Keene, Peanut",https://www.housepetscomic.com/comic/2018/11/21/exciting-happenings/,117.0,The Hot Springs Episode
1537,Me And My One Hundred Closest Friends,"November 23, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/11/2018-11-23-me-and-my-one-hundred-closest-friends.png,"Keene, Sabrina",https://www.housepetscomic.com/comic/2018/11/23/me-and-my-one-hundred-closest-friends/,117.0,The Hot Springs Episode
1538,Give ‘Em The Boot,"November 26, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/11/2018-11-26-give-em-the-boot.png,"Kevin, Sergeant Ralph, truck driver",https://www.housepetscomic.com/comic/2018/11/26/give-em-the-boot/,117.0,The Hot Springs Episode
1539,Party Goers,"November 28, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/11/2018-11-28-party-goers.png,"Fido, Fox, Kevin, Mungo, Sergeant Ralph",https://www.housepetscomic.com/comic/2018/11/28/party-goers/,117.0,The Hot Springs Episode
1540,Terrifying Sights,"November 30, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/11/2018-11-30-terrifying-sights.png,"Fido, Fox, Kevin, Mungo, Sasha",https://www.housepetscomic.com/comic/2018/11/30/terrifying-sights/,117.0,The Hot Springs Episode
1541,Let’s Start At The Very Beginning,"December 3, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/11/2018-12-03-lets-start-at-the-very-beginning.png,"Fido, Fox, Kevin, Sabrina, Sasha",https://www.housepetscomic.com/comic/2018/12/03/lets-start-at-the-very-beginning/,117.0,The Hot Springs Episode
1542,Steam Games,"December 5, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/12/2018-12-05-steam-games.png,"Grape, Kevin, Maxwell, Mr. Bigglesworth, Peanut, Rex, Squeak, Tarot",https://www.housepetscomic.com/comic/2018/12/05/steam-games/,117.0,The Hot Springs Episode
1543,Magically Delicious,"December 7, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/12/2018-12-07-magically-delicious.png,"Fido, Fox, Kevin, Mungo, Sabrina, Sasha",https://www.housepetscomic.com/comic/2018/12/07/magically-delicious/,117.0,The Hot Springs Episode
1544,Tunnel Of Love,"December 10, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/12/2018-12-10-tunnel-of-love.png,"Fox, Itsuki, Mungo",https://www.housepetscomic.com/comic/2018/12/10/tunnel-of-love/,117.0,The Hot Springs Episode
1545,Here And There And Everywhere,"December 12, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/12/2018-12-12-here-and-there-and-everywhere.png,"Ace, Bailey, Bino, Duchess, Fox, King, Mungo, Olive, Rook, Sasha",https://www.housepetscomic.com/comic/2018/12/12/here-and-there-and-everywhere/,117.0,The Hot Springs Episode
1546,Alone Time,"December 14, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/12/2018-12-14-alone-time.png,"Fox, Kevin, Sasha",https://www.housepetscomic.com/comic/2018/12/14/alone-time/,117.0,The Hot Springs Episode
1547,Dramatic Reveal,"December 17, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/12/2018-12-17-dramatic-reveal.png,"Keene, Mungo",https://www.housepetscomic.com/comic/2018/12/17/dramatic-reveal/,117.0,The Hot Springs Episode
1548,Trapped In The Shower,"December 19, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/12/2018-12-19-trapped-in-the-shower.png,"Fox, Kevin, Sasha",https://www.housepetscomic.com/comic/2018/12/19/trapped-in-the-shower/,117.0,The Hot Springs Episode
1549,Radio Horseplay,"December 21, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/12/2018-12-21-radio-horseplay.png,"Duke, Mungo",https://www.housepetscomic.com/comic/2018/12/21/radio-horseplay/,117.0,The Hot Springs Episode
1550,Last Exit,"December 24, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/12/2018-12-24-last-exit.png,"Fox, Kevin, Sasha",https://www.housepetscomic.com/comic/2018/12/24/last-exit/,117.0,The Hot Springs Episode
1551,We’re Snowed In Again!,"December 25, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/12/2018-12-25-were-snowed-in-again.png,"Fido, Fox, Grape, Kevin, Maxwell, Mr. Bigglesworth, Mungo, Peanut, Rex, Sergeant Ralph, Tarot",https://www.housepetscomic.com/comic/2018/12/25/were-snowed-in-again/,117.0,The Hot Springs Episode
1552,Solo Run,"December 28, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/12/2018-12-28-solo-run.png,"Dallas, Great Kitsune, Joey, Lester",https://www.housepetscomic.com/comic/2018/12/28/solo-run/,118.0,Hot Springs Encore
1553,The Only Winning Move,"December 31, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/12/2018-12-31-the-only-winning-move.png,"Dallas, Great Kitsune, Joey, Lester, Squeak",https://www.housepetscomic.com/comic/2018/12/31/the-only-winning-move/,118.0,Hot Springs Encore
1554,Neck-id,"January 2, 2019",https://www.housepetscomic.com/wp-content/uploads/2018/12/2019-01-02-neck-id.png,"Bailey, Great Kitsune, King",https://www.housepetscomic.com/comic/2019/01/02/neck-id/,118.0,Hot Springs Encore
1555,Trickster/Father Figure,"January 4, 2019",https://www.housepetscomic.com/wp-content/uploads/2018/12/2019-01-04-trickster-father-figure.png,"Bailey, Craig, Great Kitsune, King, Kix",https://www.housepetscomic.com/comic/2019/01/04/trickster-father-figure/,118.0,Hot Springs Encore
1556,Up To Code,"January 7, 2019",https://www.housepetscomic.com/wp-content/uploads/2018/12/2019-01-07-up-to-code.png,"Jessica, Keene, King",https://www.housepetscomic.com/comic/2019/01/07/up-to-code/,118.0,Hot Springs Encore
1557,"Relax, Don’t Do It","January 9, 2019",https://www.housepetscomic.com/wp-content/uploads/2018/12/2019-01-09-relax-dont-do-it.png,"Fox, Mungo",https://www.housepetscomic.com/comic/2019/01/09/relax-dont-do-it/,118.0,Hot Springs Encore
1558,Witch’s Brew,"January 11, 2019",https://www.housepetscomic.com/wp-content/uploads/2019/01/2019-01-11-witchs-brew.png,"Peanut, Tarot",https://www.housepetscomic.com/comic/2019/01/11/witchs-brew/,118.0,Hot Springs Encore
1559,Fatherly Concern,"January 14, 2019",https://www.housepetscomic.com/wp-content/uploads/2019/01/2019-01-14-fatherly-concern.png,"Grape, Maxwell",https://www.housepetscomic.com/comic/2019/01/14/fatherly-concern/,118.0,Hot Springs Encore
1560,"What’s The Story, Wishbone?","January 16, 2019",https://www.housepetscomic.com/wp-content/uploads/2019/01/2019-01-16-whats-the-story-wishbone.png,"Fido, Grape, Maxwell, Peanut, Sabrina",https://www.housepetscomic.com/comic/2019/01/16/whats-the-story-wishbone/,119.0,The Maxwell Thing
1561,Here’s Your Sign,"January 18, 2019",https://www.housepetscomic.com/wp-content/uploads/2019/01/2019-01-18-heres-your-sign-1.png,"Kitten Maxwell, Maxwell, Random People",https://www.housepetscomic.com/comic/2019/01/18/heres-your-sign-3/,119.0,The Maxwell Thing
1562,Lunch Is Served,"January 21, 2019",https://www.housepetscomic.com/wp-content/uploads/2019/01/2019-01-21-lunch-is-served.png,"Coyote, Crow, Kitten Maxwell, Maxwell",https://www.housepetscomic.com/comic/2019/01/21/lunch-is-served/,119.0,The Maxwell Thing
1563,Seeing A Flock Of Seagulls,"January 23, 2019",https://www.housepetscomic.com/wp-content/uploads/2019/01/2019-01-23-seeing-a-flock-of-seagulls.png,"Coyote, Crow, Kitten Maxwell, Maxwell, Peanut, Rufus",https://www.housepetscomic.com/comic/2019/01/23/seeing-a-flock-of-seagulls/,119.0,The Maxwell Thing
1564,World’s Oldest Profession,"January 25, 2019",https://www.housepetscomic.com/wp-content/uploads/2019/01/2019-01-25-worlds-oldest-profession.png,"Barn Cats, Kitten Maxwell, Rufus",https://www.housepetscomic.com/comic/2019/01/25/worlds-oldest-profession/,119.0,The Maxwell Thing
1565,The Opposite Of Saved By The Bell,"January 28, 2019",https://www.housepetscomic.com/wp-content/uploads/2019/01/2019-01-28-the-opposite-of-saved-by-the-bell.png,"Barn Cats, Kitten Maxwell, Maxwell",https://www.housepetscomic.com/comic/2019/01/28/the-opposite-of-saved-by-the-bell/,119.0,The Maxwell Thing
1566,Freedom,"January 30, 2019",https://www.housepetscomic.com/wp-content/uploads/2019/01/2019-01-30-freedom.png,"Coyote, Crow, Kitten Maxwell, Maxwell",https://www.housepetscomic.com/comic/2019/01/30/freedom/,119.0,The Maxwell Thing
1567,The Pit Of Despair,"February 1, 2019",https://www.housepetscomic.com/wp-content/uploads/2019/01/2019-02-01-the-pit-of-despair.png,"Grape, Kitten Maxwell, Maxwell",https://www.housepetscomic.com/comic/2019/02/01/the-pit-of-despair/,119.0,The Maxwell Thing
1568,Ankle-O-Sore,"February 4, 2019",https://www.housepetscomic.com/wp-content/uploads/2019/02/2019-02-04-ankle-o-sore.png,"Coyote, Crow, Kitten Maxwell, Maxwell",https://www.housepetscomic.com/comic/2019/02/04/ankle-o-sore/,119.0,The Maxwell Thing
1569,My Name Is Mud,"February 6, 2019",https://www.housepetscomic.com/wp-content/uploads/2019/02/2019-02-06-my-name-is-mud.png,"Kitten Maxwell, Rufus",https://www.housepetscomic.com/comic/2019/02/06/my-name-is-mud/,119.0,The Maxwell Thing
1570,Beloved Smother,"February 8, 2019",https://www.housepetscomic.com/wp-content/uploads/2019/02/2019-02-08-beloved-smother.png,"Kitten Maxwell, Rufus",https://www.housepetscomic.com/comic/2019/02/08/beloved-smother/,119.0,The Maxwell Thing
1571,Best Ending,"February 11, 2019",https://www.housepetscomic.com/wp-content/uploads/2019/02/2019-02-11-best-ending.png,"Coyote, Grape, Kitten Maxwell, Maxwell, Peanut, Rufus",https://www.housepetscomic.com/comic/2019/02/11/best-ending/,119.0,The Maxwell Thing
1572,Scrumptuous Presumption,"February 13, 2019",https://www.housepetscomic.com/wp-content/uploads/2019/02/2019-02-13-scrumptuous-presumption.png,"Grape, Maxwell, Peanut, Sabrina",https://www.housepetscomic.com/comic/2019/02/13/scrumptuous-presumption/,119.0,The Maxwell Thing
1573,"What’s So Funny About Peace, Love And Understanding?","February 14, 2019",https://www.housepetscomic.com/wp-content/uploads/2019/02/2019-02-14-whats-so-funny-about-peace-love-and-understanding.png,"Daryl, Eudoant, Gale, Karishad",https://www.housepetscomic.com/comic/2019/02/14/whats-so-funny-about-peace-love-and-understanding/,,
1574,Another Memories Title,"February 15, 2019",https://www.housepetscomic.com/wp-content/uploads/2019/02/2019-02-15-another-memories-title.png,"Grape, Kitten Maxwell, Maxwell, Rufus, Sabrina",https://www.housepetscomic.com/comic/2019/02/15/another-memories-title/,119.0,The Maxwell Thing
1575,How Much Is That Kitten In The Grungy Cardboard Box,"February 18, 2019",https://www.housepetscomic.com/wp-content/uploads/2019/02/2019-02-18-how-much-is-that-kitten-in-the-grungy-cardboard-box.png,"Kitten Maxwell, Rufus, Uncle Reuben",https://www.housepetscomic.com/comic/2019/02/18/how-much-is-that-kitten-in-the-grungy-cardboard-box/,119.0,The Maxwell Thing
1576,Letters From Home,"February 20, 2019",https://www.housepetscomic.com/wp-content/uploads/2019/02/2019-02-20-letters-from-home.png,"Grape, Maxwell",https://www.housepetscomic.com/comic/2019/02/20/letters-from-home/,119.0,The Maxwell Thing
1577,Puppies From Heaven,"February 22, 2019",https://www.housepetscomic.com/wp-content/uploads/2019/02/2019-02-22-puppies-from-heaven.png,"Grape, Maxwell, Rufus",https://www.housepetscomic.com/comic/2019/02/22/puppies-from-heaven/,119.0,The Maxwell Thing
1578,Ghosts Of The Past,"February 25, 2019",https://www.housepetscomic.com/wp-content/uploads/2019/02/2019-02-25-ghosts-of-the-past.png,"Grape, Maxwell, Rufus",https://www.housepetscomic.com/comic/2019/02/25/ghosts-of-the-past/,119.0,The Maxwell Thing
1579,Love Across Space And Time,"February 27, 2019",https://www.housepetscomic.com/wp-content/uploads/2019/02/2019-02-27-love-across-space-and-time.png,"Grape, Maxwell, Rufus, Sabercat",https://www.housepetscomic.com/comic/2019/02/27/love-across-space-and-time/,119.0,The Maxwell Thing
1580,Dramatic Retelling,"March 1, 2019",https://www.housepetscomic.com/wp-content/uploads/2019/03/2019-03-01-dramatic-retelling.png,"Dallas, Fido, Grape, Maxwell, Mr. Bigglesworth, Peanut, Rex, Sabrina",https://www.housepetscomic.com/comic/2019/03/01/dramatic-retelling/,119.0,The Maxwell Thing
1581,Cold Feet,"March 4, 2019",https://www.housepetscomic.com/wp-content/uploads/2019/03/2019-03-04-cold-feet.png,"Fox, Kevin",https://www.housepetscomic.com/comic/2019/03/04/cold-feet/,,
1582,Little Stinkers,"March 6, 2019",https://www.housepetscomic.com/wp-content/uploads/2019/03/2019-03-06-little-stinkers.png,"Breel, Cassia, Cory, Jessica, Keene, Truck, Zach",https://www.housepetscomic.com/comic/2019/03/06/little-stinkers/,,
1583,Scheduling Conflict,"March 8, 2019",https://www.housepetscomic.com/wp-content/uploads/2019/03/2019-03-08-scheduling-conflict.png,"Grape, Maxwell, Peanut, Tarot",https://www.housepetscomic.com/comic/2019/03/08/scheduling-conflict/,120.0,Hearts and Minds
1584,Not A Problem,"March 11, 2019",https://www.housepetscomic.com/wp-content/uploads/2019/03/2019-03-11-not-a-problem.png,"Grape, Maxwell, Peanut, Tarot",https://www.housepetscomic.com/comic/2019/03/11/not-a-problem/,120.0,Hearts and Minds
1585,Full Frontal Honesty,"March 13, 2019",https://www.housepetscomic.com/wp-content/uploads/2019/03/2019-03-13-full-frontal-honesty.png,"Grape, Maxwell, Mungo",https://www.housepetscomic.com/comic/2019/03/13/full-frontal-honesty/,120.0,Hearts and Minds
1586,A Few Of My Favorite Things,"March 15, 2019",https://www.housepetscomic.com/wp-content/uploads/2019/03/2019-03-15-a-few-of-my-favorite-things.png,"Grape, Peanut, Tarot",https://www.housepetscomic.com/comic/2019/03/15/a-few-of-my-favorite-things/,120.0,Hearts and Minds
1587,If You Love Something,"March 18, 2019",https://www.housepetscomic.com/wp-content/uploads/2019/03/2019-03-18-if-you-love-something.png,"Maxwell, Tarot",https://www.housepetscomic.com/comic/2019/03/18/if-you-love-something/,120.0,Hearts and Minds
1588,Make Like Your Name,"March 20, 2019",https://www.housepetscomic.com/wp-content/uploads/2019/03/2019-03-20-make-like-your-name.png,"Grape, Maxwell, Peanut, Tarot",https://www.housepetscomic.com/comic/2019/03/20/make-like-your-name/,120.0,Hearts and Minds
1589,Nants Ingonyama Bagithi Baba,"March 22, 2019",https://www.housepetscomic.com/wp-content/uploads/2019/03/2019-03-22-nants-ingonyama-bagithi-baba.png,"Grape, Maxwell, Peanut, Tarot",https://www.housepetscomic.com/comic/2019/03/22/nants-ingonyama-bagithi-baba/,120.0,Hearts and Minds
